Age,Annual_Income,Employment_Years,Monthly_Debt,Debt_to_Income,Credit_Utilization,Late_Payments,Credit_History_Years,Credit_Accounts,Loan_Amount,Previous_Defaults,Payment_History_Score,Home_Ownership,Marital_Status,Education_Level,Creditworthy
32,51000,7,1450,0.34,57,3,8,5,11600,0,82,Rent,Single,Bachelor,0
55,103000,30,1100,0.13,17,0,33,10,23000,0,100,Own,Married,PhD,1
34,57000,9,1200,0.25,45,2,10,5,12200,0,89,Rent,Single,Bachelor,1
27,39000,4,800,0.23,38,1,5,3,6900,0,91,Rent,Single,HighSchool,1
45,79000,18,900,0.13,22,0,21,8,15000,0,99,Mortgage,Married,Bachelor,1
33,50000,8,1700,0.41,68,4,8,5,13300,1,69,Rent,Divorced,Bachelor,0
51,94000,25,1000,0.13,19,0,28,9,19400,0,100,Own,Married,Master,1
30,45000,6,950,0.24,41,1,7,4,9600,0,91,Rent,Single,Bachelor,1
41,71000,14,1000,0.17,29,0,16,7,13100,0,96,Own,Married,Bachelor,1
24,34000,2,1200,0.43,71,5,3,2,5800,1,62,Rent,Single,HighSchool,0
49,85000,22,900,0.13,20,0,24,8,17200,0,99,Mortgage,Married,Master,1
36,60000,10,1200,0.24,44,2,11,5,12300,0,89,Rent,Single,Bachelor,1
44,77000,16,950,0.15,24,0,18,7,14400,0,98,Own,Married,Bachelor,1
31,47000,6,1050,0.27,46,2,7,4,9800,0,88,Rent,Single,Bachelor,1
53,98000,27,1050,0.13,18,0,30,9,20800,0,100,Mortgage,Married,Master,1
37,64000,11,1150,0.22,40,1,12,6,12400,0,91,Own,Married,Bachelor,1
28,41000,4,850,0.24,39,1,5,3,7100,0,92,Rent,Single,Bachelor,1
50,88000,23,950,0.13,20,0,25,8,18000,0,99,Mortgage,Married,Master,1
35,59000,10,1300,0.26,47,2,10,5,12500,0,88,Rent,Single,Bachelor,1
42,73000,15,980,0.16,27,0,17,7,13700,0,97,Own,Married,Bachelor,1
29,44000,5,920,0.25,41,1,6,4,8100,0,91,Rent,Single,Bachelor,1
54,102000,30,1120,0.13,18,0,32,10,22600,0,100,Own,Married,Master,1
33,56000,9,1260,0.27,46,2,10,5,12100,0,89,Rent,Single,Bachelor,1
25,36000,3,880,0.24,39,1,4,3,6400,0,91,Rent,Single,HighSchool,1
48,84000,21,910,0.13,21,0,24,8,16900,0,99,Mortgage,Married,Master,1
31,52000,8,1020,0.23,37,0,9,5,10300,0,94,Own,Single,Bachelor,1
23,30000,1,1220,0.49,82,5,2,2,5100,1,58,Rent,Single,HighSchool,0
40,70000,13,1010,0.17,29,0,15,6,12900,0,96,Own,Married,Bachelor,1
55,111000,33,1210,0.13,17,0,37,11,27200,0,100,Own,Married,PhD,1
35,50000,8,1720,0.42,69,4,9,5,13400,1,68,Rent,Divorced,Bachelor,0
44,77000,16,940,0.15,24,0,18,7,14500,0,98,Own,Married,Bachelor,1
28,43000,5,910,0.25,42,1,6,4,7900,0,90,Rent,Single,Bachelor,1
37,62000,11,1180,0.23,41,1,12,6,12300,0,90,Own,Married,Bachelor,1
24,33000,2,1080,0.40,66,4,3,2,5600,1,65,Rent,Single,HighSchool,0
51,93000,25,1010,0.13,19,0,28,9,19300,0,100,Mortgage,Married,Master,1
36,60000,10,1160,0.23,43,1,11,5,12200,0,91,Rent,Single,Bachelor,1
46,81000,19,900,0.13,22,0,22,8,15500,0,99,Mortgage,Married,Master,1
27,40000,4,860,0.24,38,1,5,3,7000,0,92,Rent,Single,HighSchool,1
53,97000,27,1060,0.13,18,0,30,9,20600,0,100,Own,Married,Master,1
38,65000,12,1110,0.20,35,1,13,6,12100,0,92,Own,Married,Bachelor,1
30,47000,6,1620,0.38,64,4,7,4,11300,1,71,Rent,Divorced,Bachelor,0
49,86000,22,940,0.13,20,0,24,8,17400,0,99,Mortgage,Married,Master,1
32,53000,8,990,0.22,36,0,9,5,10400,0,94,Own,Single,Bachelor,1
22,29000,1,1180,0.48,79,5,2,2,4900,1,60,Rent,Single,HighSchool,0
41,72000,14,1000,0.17,28,0,16,7,13300,0,97,Own,Married,Bachelor,1
29,45000,5,930,0.25,42,1,6,4,8200,0,91,Rent,Single,Bachelor,1
54,100000,29,1130,0.14,18,0,31,10,22400,0,100,Own,Married,Master,1
39,68000,12,1060,0.18,32,1,14,6,12400,0,93,Own,Married,Bachelor,1
26,38000,3,870,0.25,42,2,4,3,6600,0,88,Rent,Single,HighSchool,1
47,83000,20,910,0.13,21,0,23,8,16100,0,99,Mortgage,Married,Master,1
31,51000,7,1480,0.35,58,3,8,5,11600,0,82,Rent,Single,Bachelor,0
55,104000,31,1110,0.13,17,0,34,10,23200,0,100,Own,Married,PhD,1
34,57000,9,1210,0.25,45,2,10,5,12200,0,89,Rent,Single,Bachelor,1
27,39000,4,820,0.23,38,1,5,3,6900,0,91,Rent,Single,HighSchool,1
45,79000,18,900,0.13,22,0,21,8,15100,0,99,Mortgage,Married,Bachelor,1
33,49000,8,1710,0.41,67,4,8,5,13200,1,69,Rent,Divorced,Bachelor,0
52,95000,26,1020,0.13,19,0,29,9,19800,0,100,Own,Married,Master,1
30,46000,6,960,0.24,40,1,7,4,9700,0,91,Rent,Single,Bachelor,1
42,74000,15,980,0.16,27,0,17,7,13800,0,97,Own,Married,Bachelor,1
24,34000,2,1190,0.42,70,5,3,2,5700,1,63,Rent,Single,HighSchool,0
50,89000,23,950,0.13,20,0,25,8,18100,0,99,Mortgage,Married,Master,1
36,61000,,1190,0.24,44,2,11,5,12300,0,89,Rent,Single,Bachelor,1
43,76000,16,940,0.15,24,0,18,7,14300,0,98,Own,Married,Bachelor,1
32,48000,7,1080,0.28,47,2,8,4,9900,0,87,Rent,Single,Bachelor,1
53,98000,28,1060,0.13,18,0,31,9,20900,0,100,Mortgage,Married,Master,1
38,64000,11,1140,0.22,40,1,13,6,12400,0,91,Own,Married,Bachelor,1
28,42000,4,840,0.24,39,1,5,3,7200,0,92,Rent,Single,Bachelor,1
49,88000,23,940,0.13,20,0,25,8,17700,0,99,Mortgage,Married,Master,1
35,60000,10,1310,0.26,47,2,10,5,12600,0,88,Rent,Single,Bachelor,1
43,75000,16,960,0.15,25,0,18,7,14400,0,98,Own,Married,Bachelor,1
30,46000,6,980,0.25,42,1,7,4,9800,0,90,Rent,Single,Bachelor,1
54,103000,30,1120,0.13,18,0,32,10,22700,0,100,Own,Married,Master,1
35,59000,10,1280,0.26,46,2,10,5,12400,0,89,Rent,Single,Bachelor,1
27,39000,4,850,0.24,40,1,5,3,7000,0,91,Rent,Single,HighSchool,1
48,85000,22,900,0.13,21,0,24,8,17000,0,99,Mortgage,Married,Master,1
32,53000,8,1010,0.22,37,0,9,5,10400,0,94,Own,Single,Bachelor,1
24,32000,2,1210,0.47,78,5,3,2,5400,1,60,Rent,Single,HighSchool,0
41,72000,14,990,0.16,28,0,16,7,13400,0,97,Own,Married,Bachelor,1
55,112000,34,1200,0.13,17,0,38,11,27600,0,100,Own,Married,PhD,1
34,51000,8,1740,0.42,69,4,9,5,13500,1,68,Rent,Divorced,Bachelor,0
45,78000,17,920,0.14,23,0,20,8,14900,0,99,Mortgage,Married,Bachelor,1
29,44000,5,910,0.25,41,1,6,4,8100,0,91,Rent,Single,Bachelor,1
37,63000,11,1170,0.23,42,1,12,6,12400,0,90,Own,Married,Bachelor,1
23,30000,1,1100,0.43,70,4,2,2,5000,1,64,Rent,Single,HighSchool,0
51,94000,25,1010,0.13,19,0,28,9,19400,0,100,Mortgage,Married,Master,1
36,61000,10,1150,0.23,43,1,11,5,12200,0,91,Rent,Single,Bachelor,1
47,82000,20,900,0.13,22,0,23,8,15600,0,99,Mortgage,Married,Master,1
28,41000,4,860,0.24,39,1,5,3,7100,0,92,Rent,Single,HighSchool,1
53,98000,28,1050,0.13,18,0,31,9,20800,0,100,Own,Married,Master,1
39,67000,12,1100,0.20,35,1,14,6,12200,0,92,Own,Married,Bachelor,1
31,49000,7,1580,0.37,62,4,8,4,11500,1,72,Rent,Divorced,Bachelor,0
50,90000,24,950,0.13,20,0,26,8,18200,0,99,Mortgage,Married,Master,1
33,54000,8,1000,0.22,36,0,9,5,10500,0,94,Own,Single,Bachelor,1
25,35000,2,980,0.34,59,3,3,2,6000,0,78,Rent,Single,HighSchool,0
42,74000,15,990,0.16,27,0,17,7,13700,0,97,Own,Married,Bachelor,1
29,45000,5,920,0.24,41,1,6,4,8200,0,91,Rent,Single,Bachelor,1
54,101000,30,1130,0.14,18,0,32,10,22500,0,100,Own,Married,Master,1
40,69000,13,1060,0.18,32,1,15,6,12600,0,93,Own,Married,Bachelor,1
26,38000,3,880,0.25,42,2,4,3,6600,0,88,Rent,Single,HighSchool,1
48,84000,21,900,0.13,21,0,24,8,16900,0,99,Mortgage,Married,Master,1
32,52000,8,1460,0.34,57,3,9,5,11700,0,82,Rent,Single,Bachelor,0
55,105000,31,1100,0.13,17,0,35,10,23300,0,100,Own,Married,PhD,1
34,58000,9,1220,0.25,45,2,10,5,12300,0,89,Rent,Single,Bachelor,1
27,40000,4,830,0.23,38,1,5,3,7000,0,91,Rent,Single,HighSchool,1
46,80000,19,900,0.13,22,0,22,8,15300,0,99,Mortgage,Married,Bachelor,1
33,50000,8,1720,0.41,68,4,8,5,13300,1,69,Rent,Divorced,Bachelor,0
52,96000,27,1010,0.13,19,0,30,9,19900,0,100,Own,Married,Master,1
30,47000,6,970,0.24,40,1,7,4,9800,0,91,Rent,Single,Bachelor,1
43,75000,16,950,0.15,25,0,18,7,14400,0,98,Own,Married,Bachelor,1
24,34000,2,1180,0.42,71,5,3,2,5800,1,62,Rent,Single,HighSchool,0
49,86000,22,940,0.13,20,0,25,8,17600,0,99,Mortgage,Married,Master,1
36,62000,11,1180,0.23,44,2,11,5,12400,0,89,Rent,Single,Bachelor,1
44,77000,17,930,0.14,24,0,19,7,14500,0,98,Own,Married,Bachelor,1
31,48000,7,1090,0.28,47,2,8,4,10000,0,87,Rent,Single,Bachelor,1
53,99000,29,1060,0.13,18,0,31,9,21000,0,100,Mortgage,Married,Master,1
38,65000,12,1130,0.22,40,1,13,6,12500,0,91,Own,Married,Bachelor,1
28,42000,4,850,0.24,39,1,5,3,7200,0,92,Rent,Single,Bachelor,1
50,89000,24,940,0.13,20,0,26,8,18100,0,99,Mortgage,Married,Master,1
35,60000,10,1320,0.26,47,2,10,5,12700,0,88,Rent,Single,Bachelor,1
41,73000,15,980,0.16,28,0,17,7,13500,0,97,Own,Married,Bachelor,1
29,45000,5,930,0.24,41,1,6,4,8200,0,91,Rent,Single,Bachelor,1
55,113000,34,1190,0.13,17,0,38,11,27800,0,100,Own,Married,PhD,1
34,59000,10,1270,0.26,46,2,10,5,12500,0,89,Rent,Single,Bachelor,1
26,39000,4,860,0.24,40,1,5,3,6800,0,91,Rent,Single,HighSchool,1
47,84000,21,910,0.13,21,0,24,8,16300,0,99,Mortgage,Married,Master,1
32,54000,8,1020,0.22,37,0,9,5,10500,0,94,Own,Single,Bachelor,1
23,31000,1,1230,0.48,79,5,2,2,5200,1,59,Rent,Single,HighSchool,0
40,71000,14,1000,0.17,29,0,16,6,13100,0,96,Own,Married,Bachelor,1
54,104000,31,1110,0.13,18,0,33,10,22900,0,100,Own,Married,Master,1
35,52000,8,1730,0.41,68,4,9,5,13600,1,69,Rent,Divorced,Bachelor,0
44,78000,17,920,0.14,24,0,19,7,14600,0,98,Own,Married,Bachelor,1
28,,5,900,0.24,40,1,6,4,8000,0,91,Rent,Single,Bachelor,1
37,64000,12,1160,0.22,42,1,13,6,12500,0,91,Own,Married,Bachelor,1
24,33000,2,1120,0.42,69,4,3,2,5700,1,64,Rent,Single,HighSchool,0
52,95000,26,1000,0.13,19,0,29,9,19700,0,100,Mortgage,Married,Master,1
36,62000,11,1170,0.23,43,1,12,5,12300,0,91,Rent,Single,Bachelor,1
46,81000,20,,0.13,22,0,23,8,15700,0,99,Mortgage,,Master,1
27,41000,4,870,0.24,39,1,5,3,7100,0,92,Rent,Single,HighSchool,1
53,99000,28,1040,0.13,18,0,31,9,20900,0,100,Own,Married,Master,1
39,68000,13,1090,0.20,35,1,15,6,12300,0,92,Own,Married,Bachelor,1
30,48000,7,1590,0.37,63,4,8,4,11600,1,71,Rent,Divorced,Bachelor,0
49,87000,23,940,0.13,20,0,25,8,17700,0,99,Mortgage,Married,Master,1
33,55000,9,1010,0.22,36,0,10,5,10600,0,94,Own,Single,Bachelor,1
25,36000,2,990,0.33,58,3,3,2,6100,0,78,Rent,Single,HighSchool,0
42,75000,16,980,0.16,27,0,18,7,13800,0,97,Own,Married,Bachelor,1
29,46000,6,920,0.24,41,1,7,4,8300,0,91,Rent,Single,Bachelor,1
54,102000,30,1120,0.13,18,0,32,10,22600,0,100,Own,Married,Master,1
40,70000,14,1050,0.18,32,1,16,6,12700,0,93,Own,Married,Bachelor,1
26,38000,3,890,0.25,42,2,4,3,6700,0,88,Rent,Single,HighSchool,1
48,85000,22,900,0.13,21,0,25,8,17100,0,99,Mortgage,Married,Master,1
31,52000,8,1470,0.34,57,3,9,5,11800,0,82,Rent,Single,Bachelor,0
55,106000,32,1100,0.13,17,0,36,10,23500,0,100,Own,Married,PhD,1
34,58000,10,1230,0.25,45,2,11,5,12400,0,89,Rent,Single,Bachelor,1
27,40000,4,840,0.23,38,1,5,3,7000,0,91,Rent,Single,HighSchool,1
45,80000,19,900,0.13,22,0,22,8,15400,0,99,Mortgage,Married,Bachelor,1
33,51000,8,1710,0.40,67,4,9,5,13400,1,69,Rent,Divorced,Bachelor,0
51,96000,27,1010,0.13,19,0,30,9,20000,0,100,Own,Married,Master,1
30,47000,6,980,0.24,40,1,7,4,9900,0,91,Rent,Single,Bachelor,1
43,76000,17,950,0.15,25,0,19,7,14500,0,98,Own,Married,Bachelor,1
24,34000,2,1190,0.43,72,5,3,2,5800,1,62,Rent,Single,HighSchool,0
50,90000,24,940,0.13,20,0,26,8,18200,0,99,Mortgage,Married,Master,1
36,63000,11,1190,0.23,44,2,12,5,12500,0,89,Rent,Single,Bachelor,1
44,78000,18,930,0.14,24,0,20,7,14600,0,98,Own,Married,Bachelor,1
32,49000,7,1100,0.28,47,2,8,4,10100,0,87,Rent,Single,Bachelor,1
52,98000,29,1050,0.13,18,0,32,9,21000,0,100,Mortgage,Married,Master,1
38,66000,12,1140,0.22,40,1,14,6,12600,0,91,Own,Married,Bachelor,1
28,42000,4,850,0.24,39,1,5,3,7300,0,92,Rent,Single,Bachelor,1
49,89000,24,940,0.13,20,0,26,8,17800,0,99,Mortgage,Married,Master,1
35,61000,10,1330,0.26,47,2,10,5,12800,0,88,Rent,Single,Bachelor,1
42,74000,16,970,0.16,27,0,18,7,13900,0,97,Own,Married,Bachelor,1
29,46000,6,940,0.24,41,1,7,4,8400,0,91,Rent,Single,Bachelor,1
54,103500,31,1110,0.13,18,0,33,10,23000,0,100,Own,Married,Master,1
35,60000,10,1290,0.26,46,2,11,5,12600,0,89,Rent,Single,Bachelor,1
27,40000,4,870,0.24,39,1,5,3,7100,0,91,Rent,Single,HighSchool,1
48,86000,22,910,0.13,21,0,25,8,17200,0,99,Mortgage,Married,Master,1
32,55000,9,1030,0.22,37,0,10,5,10600,0,94,Own,Single,Bachelor,1
23,32000,2,1240,0.48,80,5,3,2,5300,1,59,Rent,Single,HighSchool,0
41,72000,15,990,0.17,28,0,17,6,13200,0,96,Own,Married,Bachelor,1
55,114000,35,1200,0.13,17,0,39,11,28000,0,100,Own,Married,PhD,1
34,52000,8,1740,0.41,68,4,9,5,13700,1,69,Rent,Divorced,Bachelor,0
45,79000,18,920,0.14,23,0,21,8,15000,0,99,Mortgage,Married,Bachelor,1
28,44000,5,910,0.24,40,1,6,4,8100,0,91,Rent,Single,Bachelor,1
38,65000,12,1170,0.22,42,1,14,6,12600,0,91,Own,Married,Bachelor,1
24,34000,2,1130,0.42,70,4,3,2,5800,1,64,Rent,Single,HighSchool,0
52,96000,27,1010,0.13,19,0,30,9,20100,0,100,Mortgage,Married,Master,1
36,63000,11,1180,0.23,43,1,12,5,12400,0,91,Rent,Single,Bachelor,1
47,82000,20,900,0.13,22,0,24,8,15800,0,99,Mortgage,Married,Master,1
27,41000,4,880,0.24,39,1,5,3,7200,0,92,Rent,Single,HighSchool,1
53,100000,29,1040,0.13,18,0,32,9,21100,0,100,Own,Married,Master,1
39,69000,13,1100,0.20,35,1,15,6,12400,0,92,Own,Married,Bachelor,1
31,49000,7,1600,0.37,62,4,8,4,11700,1,72,Rent,Divorced,Bachelor,0
50,91000,25,950,0.13,20,0,27,8,18300,0,99,Mortgage,Married,Master,1
33,56000,9,1020,0.22,36,0,10,5,10700,0,94,Own,Single,Bachelor,1
25,37000,3,1000,0.33,58,3,4,2,6200,0,78,Rent,Single,HighSchool,0
43,75000,16,980,0.16,27,0,18,7,14000,0,97,Own,Married,Bachelor,1
30,47000,6,930,0.24,41,1,7,4,8500,0,91,Rent,Single,Bachelor,1
55,104000,32,1120,0.13,18,0,34,10,23100,0,100,Own,Married,Master,1
40,71000,14,1060,0.18,32,1,16,6,12800,0,93,Own,Married,Bachelor,1
26,39000,3,900,0.25,42,2,4,3,6800,0,88,Rent,Single,HighSchool,1
49,87000,23,900,0.13,21,0,26,8,17300,0,99,Mortgage,Married,Master,1
32,53000,8,1480,0.34,57,3,9,5,11900,0,82,Rent,Single,Bachelor,0
54,107000,33,1110,0.13,17,0,37,10,23600,0,100,Own,Married,PhD,1
35,59000,10,1240,0.25,45,2,11,5,12500,0,89,Rent,Single,Bachelor,1
28,41000,4,840,0.23,38,1,5,3,7100,0,91,Rent,Single,HighSchool,1
46,81000,19,900,0.13,22,0,23,8,15500,0,99,Mortgage,Married,Bachelor,1
34,51000,8,1720,0.40,67,4,9,5,13500,1,69,Rent,Divorced,Bachelor,0
52,97000,28,1020,0.13,19,0,31,9,20200,0,100,Own,Married,Master,1
31,48000,7,990,0.24,40,1,8,4,10000,0,91,Rent,Single,Bachelor,1
44,77000,17,950,0.15,25,0,20,7,14600,0,98,Own,Married,Bachelor,1
24,35000,2,1200,0.43,72,5,3,2,5900,1,62,Rent,Single,HighSchool,0
50,92000,25,940,0.13,20,0,27,8,18400,0,99,Mortgage,Married,Master,1
37,64000,12,1200,0.23,44,2,13,5,12600,0,89,Rent,Single,Bachelor,1
45,78000,18,930,0.14,24,0,21,8,14700,0,98,Own,Married,Bachelor,1
33,50000,8,1110,0.28,47,2,9,4,10200,0,87,Rent,Single,Bachelor,1
53,99000,30,1060,0.13,18,0,33,9,21200,0,100,Mortgage,Married,Master,1
38,67000,13,1150,0.22,40,,15,6,12700,0,91,Own,Married,Bachelor,1
29,43000,5,860,0.24,39,1,6,3,7400,0,92,Rent,Single,Bachelor,1
49,90000,24,940,0.13,20,0,27,8,17900,0,99,Mortgage,Married,Master,1
36,62000,11,1340,0.26,47,2,12,5,12900,0,88,Rent,Single,Bachelor,1
43,76000,17,960,0.15,25,0,19,7,14500,0,98,Own,Married,Bachelor,1
30,48000,7,940,0.24,41,1,8,4,8600,0,91,Rent,Single,Bachelor,1
55,115000,35,1180,0.13,17,0,39,11,28200,0,100,Own,Married,PhD,1
34,60000,10,1260,0.25,45,2,11,5,12700,0,89,Rent,Single,Bachelor,1
27,41000,4,880,0.24,39,1,5,3,7200,0,91,Rent,Single,HighSchool,1
48,87000,23,900,0.13,21,0,26,8,17400,0,99,Mortgage,Married,Master,1
32,56000,9,1040,0.22,37,0,10,5,10700,0,94,Own,Single,,1
24,33000,2,1250,0.49,81,5,3,2,5400,1,58,Rent,Single,HighSchool,0
41,73000,15,980,0.16,28,0,17,6,13300,0,97,Own,Married,Bachelor,1
54,105000,32,,0.13,18,0,34,10,23200,,100,Own,Married,Master,1
35,53000,9,1750,0.41,69,4,10,5,13800,1,68,Rent,Divorced,Bachelor,0
45,80000,19,910,0.13,22,0,22,8,15100,0,99,Mortgage,Married,Bachelor,1
29,45000,6,920,0.24,40,1,7,4,8200,0,91,Rent,Single,Bachelor,1
38,66000,13,1160,0.22,42,1,15,6,12800,0,91,Own,Married,Bachelor,1
23,31000,2,1140,0.43,71,4,2,2,5100,1,63,Rent,,HighSchool,0
52,97000,28,1000,0.13,19,0,31,9,20300,0,100,Mortgage,Married,Master,1
36,64000,12,1190,0.23,43,1,13,5,12500,0,91,Rent,Single,Bachelor,1
47,83000,21,900,0.13,22,0,25,8,15900,0,99,Mortgage,Married,Master,1
28,42000,5,890,0.24,39,,6,3,7300,0,92,Rent,Single,HighSchool,1
53,101000,30,1030,0.13,18,0,33,9,21300,0,100,Own,Married,Master,1
39,70000,14,1090,0.20,35,1,16,6,12500,0,92,Own,Married,Bachelor,1
31,50000,8,1610,0.37,63,4,9,4,11800,1,71,Rent,Divorced,Bachelor,0
50,92000,26,950,0.13,20,0,28,8,18500,0,99,Mortgage,Married,Master,1
33,57000,10,1010,0.22,36,0,11,5,10800,0,94,Own,Single,Bachelor,1
25,38000,3,,0.34,59,3,4,2,6300,0,77,Rent,Single,HighSchool,0
42,76000,17,970,0.15,27,0,19,7,14100,0,97,Own,Married,Bachelor,1
30,49000,7,940,0.24,41,1,8,4,8700,0,91,Rent,Single,Bachelor,1
54,104000,33,1110,0.13,18,0,35,10,23300,0,100,Own,Married,Master,1
40,72000,15,1050,0.18,32,1,17,6,12900,0,93,Own,Married,Bachelor,1
26,40000,4,910,0.25,42,2,5,3,6900,0,88,Rent,Single,HighSchool,1
49,88000,24,900,0.13,21,0,27,8,17500,0,99,Mortgage,Married,Master,1
32,54000,9,1490,0.34,58,3,10,5,12000,0,82,Rent,Single,Bachelor,0
55,108000,34,1100,0.13,17,0,38,10,23800,0,100,Own,Married,PhD,1
35,60000,11,1230,0.25,45,2,12,5,12600,0,89,Rent,Single,Bachelor,1
28,42000,5,850,0.23,38,1,6,3,7200,0,91,Rent,Single,HighSchool,1
46,82000,20,900,0.13,22,0,24,8,15600,0,99,Mortgage,Married,Bachelor,1
34,52000,9,1730,0.40,68,4,10,5,13600,1,69,Rent,Divorced,Bachelor,0
52,98000,29,1010,0.13,19,0,32,9,20400,0,100,Own,Married,Master,1
31,49000,8,980,0.24,40,1,9,4,10100,0,91,Rent,Single,Bachelor,1
44,78000,18,940,0.14,24,0,21,7,14700,0,98,Own,Married,Bachelor,1
24,36000,3,1210,0.44,73,5,3,2,6000,1,61,Rent,Single,HighSchool,0
50,93000,26,940,0.13,20,0,28,8,18600,0,99,Mortgage,Married,Master,1
37,65000,13,1210,0.23,44,2,14,5,12700,0,89,Rent,Single,Bachelor,1
45,79000,19,920,0.13,23,0,22,8,14800,0,98,Own,Married,Bachelor,1
33,51000,9,1120,0.28,47,2,10,4,10300,0,87,Rent,Single,Bachelor,1
53,100000,31,1050,0.13,18,0,34,9,21400,0,100,Mortgage,Married,Master,1
38,68000,14,1140,0.22,40,1,16,6,12800,0,91,Own,Married,Bachelor,1
29,44000,6,870,0.24,39,1,7,3,7500,0,92,Rent,Single,Bachelor,1
49,91000,25,930,0.13,20,0,28,8,18000,0,99,Mortgage,Married,Master,1
36,63000,12,1350,0.26,47,2,13,5,13000,0,88,Rent,Single,Bachelor,1
44,77000,18,950,0.15,24,0,21,7,14800,0,98,Own,Married,Bachelor,1
30,50000,7,950,0.24,41,1,8,4,8800,0,91,Rent,Single,Bachelor,1
55,116000,36,1190,0.13,17,0,40,11,28400,0,100,Own,Married,PhD,1
35,61000,11,1270,0.25,45,2,12,5,12800,0,89,Rent,Single,Bachelor,1
27,42000,5,890,0.24,39,1,6,3,7300,0,91,Rent,Single,HighSchool,1
48,88000,24,910,0.13,21,0,27,8,17600,0,99,Mortgage,Married,Master,1
33,57000,10,1040,0.22,37,0,11,5,10800,0,94,Own,Single,Bachelor,1
24,34000,2,1260,0.49,82,5,3,2,5500,1,58,Rent,Single,HighSchool,0
42,74000,16,990,0.16,28,0,18,7,13400,0,97,Own,Married,Bachelor,1
54,106000,33,1110,0.13,18,0,35,10,23400,0,100,Own,Married,Master,1
34,53000,9,1760,0.41,69,4,10,5,13900,1,68,Rent,Divorced,Bachelor,0
46,81000,20,900,0.13,22,0,23,8,15700,0,99,Mortgage,Married,Bachelor,1
29,46000,6,930,0.24,40,1,7,4,8300,0,91,Rent,Single,Bachelor,1
39,67000,14,1170,0.22,42,1,16,6,12900,0,91,Own,Married,Bachelor,1
23,32000,2,1150,0.43,71,4,2,2,5200,1,63,Rent,Single,HighSchool,0
52,98000,29,1010,0.13,19,0,32,9,20500,0,100,Mortgage,Married,Master,1
37,65000,13,1200,0.23,43,1,14,5,12600,0,91,Rent,Single,Bachelor,1
47,84000,22,900,0.13,22,0,26,8,16000,0,99,Mortgage,Married,Master,1
28,43000,5,900,0.24,39,1,6,3,7400,0,92,Rent,Single,HighSchool,1
53,102000,31,1040,0.13,18,0,34,9,21500,0,100,Own,Married,Master,1
40,71000,15,1100,0.20,35,1,17,6,12600,0,92,Own,Married,Bachelor,1
31,51000,8,1620,0.37,63,4,9,4,11900,1,71,Rent,Divorced,Bachelor,0
50,94000,27,950,0.13,20,0,29,8,18700,0,99,Mortgage,Married,Master,1
34,58000,10,1020,0.22,36,0,11,5,10900,0,94,Own,Single,Bachelor,1
25,39000,3,1020,0.34,59,3,4,2,6400,0,77,Rent,Single,HighSchool,0
43,77000,18,980,0.15,27,0,20,7,14200,0,97,Own,Married,Bachelor,1
30,50000,7,950,0.24,41,1,8,4,8900,0,91,Rent,Single,Bachelor,1
55,105000,34,1120,0.13,18,0,36,10,23500,0,100,Own,Married,Master,1
41,73000,16,1060,0.18,32,1,18,6,13000,0,93,Own,Married,Bachelor,1
27,41000,4,920,0.25,42,2,5,3,7000,0,88,Rent,Single,HighSchool,1
49,89000,25,900,0.13,21,0,28,8,17700,0,99,Mortgage,Married,Master,1
33,55000,9,1500,0.34,58,3,10,5,12100,0,82,Rent,Single,Bachelor,0
54,109000,35,1100,0.13,17,0,39,10,24000,0,100,Own,Married,PhD,1
36,61000,11,1240,0.25,45,2,12,5,12700,0,89,Rent,Single,Bachelor,1
29,43000,5,860,0.23,38,1,6,3,7300,0,91,Rent,Single,HighSchool,1
47,83000,21,900,0.13,22,0,25,8,15800,0,99,Mortgage,Married,Bachelor,1
35,54000,9,1740,0.40,68,4,10,5,13700,1,69,Rent,Divorced,Bachelor,0
53,99000,30,1020,0.13,19,0,33,9,20600,0,100,Own,Married,Master,1
32,50000,8,990,0.24,40,1,9,4,10200,0,91,Rent,Single,Bachelor,1
45,79000,19,940,0.14,24,0,22,7,14900,0,98,Own,Married,Bachelor,1
24,37000,3,1220,0.44,73,5,3,2,6100,1,61,Rent,Single,HighSchool,0
51,94000,28,940,0.13,20,0,30,8,18800,0,99,Mortgage,Married,Master,1
38,66000,14,1220,0.23,44,2,15,5,12800,0,89,Rent,Single,Bachelor,1
46,80000,20,920,0.13,23,0,23,8,15000,0,98,Own,Married,Bachelor,1
34,52000,9,1130,0.28,47,2,10,4,10400,0,87,Rent,Single,Bachelor,1
52,101000,32,1050,0.13,18,0,35,9,21600,0,100,Mortgage,Married,Master,1
39,69000,15,1150,0.22,40,1,17,6,12900,0,91,Own,Married,Bachelor,1
30,45000,6,880,0.24,39,1,7,3,7600,0,92,Rent,Single,Bachelor,1
50,92000,26,930,0.13,20,0,29,8,18100,0,99,Mortgage,Married,Master,1
37,64000,13,1360,0.26,47,2,14,5,13100,0,88,Rent,Single,Bachelor,1
